X,Y,OBJECTID,SchoolCode,School,PhysicalAddress,ESDCode,ESDName,LEACode,LEAName,SchoolCategory,AYPCode,GradeCategory,LowestGrade,HighestGrade,TK,CongressionalDistrict,LegislativeDistrict,County,GeoCoded_Y,GeoCoded_X,BldgLatitude,BldgLongitude
-13627440.3919203,6188417.53687999,92,4412,Bay View Elementary School,"15241 Josh Wilson Rd, Burlington, WA 98233-9648",29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 2,Legislative District 40,Skagit,48.487997,-122.417563,48.487943,-122.417395
-13657474.9354738,6228343.74028292,93,2263,Beach Elementary School,"3786 Centerview Rd, Lummi Island, WA 98262-8731",29801,Northwest Educational Service District 189,37502,Ferndale School District,"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 2,Legislative District 42,Whatcom,48.725103,-122.687173,48.7251,-122.6872
-13646340.8056601,5961678.00636654,94,3454,Beachwood Elementary School,"8890 Concord Ave, Joint Base Lewis McChord, WA 98433-1306",17801,Puget Sound Educational Service District 121,27400,Clover Park School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 10,Legislative District 28,Pierce,47.120047,-122.587208,47.119974,-122.58718
-13756950.0644719,5939510.91998595,95,3661,Beacon Avenue Elementary School,"1717 E Beacon Ave, Montesano, WA 98563-9755",34801,Capital Region ESD 113,14066,Montesano School District,"Public School,Regular School",P,Elementary School,PK,2,Yes,Congressional District 6,Legislative District 24,Grays Harbor,46.984523,-123.581189,46.9843,-123.5808
-13616086.3870355,6038088.31076352,96,2070,Beacon Hill International School,"2025 14th Ave S, Seattle, WA 98144-4205",17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 9,Legislative District 37,King,47.584875,-122.315164,47.585,-122.3154
-13581599.6145308,6037230.13432225,97,4460,Beaver Lake Middle School,"25025 SE 32nd St, Sammamish, WA 98029-7738",17801,Puget Sound Educational Service District 121,17411,Issaquah School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 5,King,47.579903,-122.005692,47.5798,-122.0056
-13432386.988821,6068658.44585227,98,4566,Beaver Valley School,"19265 Beaver Valley Rd, Leavenworth, WA 98826-9290",4801,North Central Educational Service District 171,4228,Cascade School District,"Public School,Regular School",P,Elementary School,K,4,No,Congressional District 8,Legislative District 12,Chelan,47.769871,-120.665234,47.7699,-120.6652
-13616860.923543,6186377.07748575,99,1650,BECC,"927 E Fairhaven Ave, Burlington, WA 98233-1900",29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,"Public School,Special Education School",S,PK Only,PK,PK,No,Congressional District 2,Legislative District 40,Skagit,48.475701,-122.322949,48.475793,-122.322358
-13308284.4912736,5995480.40678943,100,4229,Beezley Springs Elementary School,"501 C St NW, Ephrata, WA 98823",4801,North Central Educational Service District 171,13165,Ephrata School District,"Public School,Special Education School",S,Elementary School,PK,1,No,Congressional District 4,Legislative District 13,Grant,47.326142,-119.549681,47.326198,-119.550368
-13673827.8017293,6014009.38468909,101,2662,Belfair Elementary School,"22900 NE State Route 3, Belfair, WA 98528-9301",18801,Olympic Educational Service District 114,23403,North Mason School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 6,Legislative District 35,Mason,47.438953,-122.833961,47.4389,-122.8341
-13602271.8599705,6057357.21106553,102,3592,Bell Elementary School,"11212 NE 112th St, Kirkland, WA 98033-4520",17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 1,Legislative District 45,King,47.701503,-122.19137,47.701622,-122.191302
-13596761.3264318,6039260.17837323,103,5240,Bellevue Big Picture School,"14844 SE 22nd St, Bellevue, WA 98007-6336",17801,Puget Sound Educational Service District 121,17405,Bellevue School District,"Public School,Alternative School",A,Other,6,12,No,Congressional District 9,Legislative District 41,King,47.592085,-122.141142,47.5921,-122.1418
-13600963.3020674,6042323.3091484,104,5714,Bellevue Digital Discovery School,"12011 NE 1st St, Bellevue, WA 98005-4827",17801,Puget Sound Educational Service District 121,17405,Bellevue School District,"Public School,Affiliated With District",P,K-12,K,12,No,Congressional District 9,Legislative District 48,King,47.610579,-122.179615,47.610654,-122.179547
-13603016.8125769,6041206.99183999,105,2701,Bellevue High School,"10416 SE Wolverine Way, Bellevue, WA 98004-4622",17801,Puget Sound Educational Service District 121,17405,Bellevue School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 1,Legislative District 41,King,47.604404,-122.197683,47.603893,-122.197994
-13600873.5786156,6042311.09015018,106,5325,Bellevue Open Doors,"12111 NE 1st St, Bellevue, WA 98005-3181",17801,Puget Sound Educational Service District 121,17405,Bellevue School District,"Other,Re-Engagement School",R,High School,10,12,No,Congressional District 9,Legislative District 48,King,47.610576,-122.178731,47.61058,-122.178741
-13635980.3699174,6227307.67719272,107,5366,Bellingham Family Partnership Program,"1409 18th St, Bellingham, WA 98225-7201",29801,Northwest Educational Service District 189,37501,Bellingham School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 2,Legislative District 40,Whatcom,48.718951,-122.494096,48.71896,-122.494111
-13633752.7549295,6233711.67109638,108,2553,Bellingham High School,"2020 Cornwall Ave, Bellingham, WA 98225-3648",29801,Northwest Educational Service District 189,37501,Bellingham School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 2,Legislative District 42,Whatcom,48.756647,-122.474082,48.7569,-122.4741
-13635192.2268766,6234111.87053756,109,5340,Bellingham Re-Engagement Program,"1985 Barkley Blvd, Bellingham, WA 98226-6605",29801,Northwest Educational Service District 189,37501,Bellingham School District,"Public School,Re-Engagement School",R,High School,9,12,No,Congressional District 2,Legislative District 42,Whatcom,48.77138,-122.448477,48.75927,-122.487031
-13066134.7996852,6055302.64807453,110,2155,Bemiss Elementary School,"2323 E Bridgeport Ave, Spokane, WA 99207-5705",32801,Educational Service District 101,32081,Spokane School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 5,Legislative District 6,Spokane,47.689097,-117.375103,47.6892,-117.3751
-13146814.0506744,5927517.36654778,111,3142,Benge Elementary School,"2978 E Benge-Winona Rd, Benge, WA 99105-9705",32801,Educational Service District 101,1122,Benge School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 5,Legislative District 9,Adams,46.910718,-118.099834,46.91075,-118.099854
-13600279.0199308,6050838.885214,112,3591,Benjamin Franklin Elementary School (Kirkland),"12434 NE 60th St, Kirkland, WA 98033-8722",17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 1,Legislative District 48,King,47.662136,-122.17331,47.6622,-122.1734
-13656492.6209503,5725967.39798285,113,3080,Benjamin Franklin Elementary School (Vancouver),"5206 NW Franklin St, Vancouver, WA 98663-1636",6801,Educational Service District 112,6037,Vancouver School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 3,Legislative District 49,Clark,45.659926,-122.678603,45.65961,-122.678375
-13596427.3661483,6050772.77087732,114,3703,Benjamin Rush Elementary School,"6101 152nd Ave NE, Redmond, WA 98052-4766",17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 1,Legislative District 48,King,47.661806,-122.138596,47.6618,-122.1388
-13592326.6917303,6044692.47275052,115,3705,Bennett Elementary School,"17900 NE 16th St, Bellevue, WA 98008-3242",17801,Puget Sound Educational Service District 121,17405,Bellevue School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 1,Legislative District 48,King,47.624742,-122.101973,47.625,-122.101963
-13601893.1583084,6013334.61227535,116,3587,Benson Hill Elementary School,"18665 116th Ave SE, Renton, WA 98055-7149",17801,Puget Sound Educational Service District 121,17403,Renton School District,"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 9,Legislative District 11,King,47.434855,-122.187766,47.4348,-122.1879
-13271424.0812075,5815934.7641651,117,5235,Benton County Jail,"7122 W Okanogan Pl, Kennewick, WA 99336-2359",11801,Educational Service District 123,3017,Kennewick School District,"Affiliated With District,Adult Jail",J,High School,9,12,No,Congressional District 4,Legislative District 8,Benton,46.221819,-119.218443,46.221622,-119.219245
-13268859.5031749,5816411.99529065,118,4007,Benton/Franklin Juvenile Justice Center,"5606 W Canal Dr, Kennewick, WA 99336-1300",11801,Educational Service District 123,3017,Kennewick School District,Detention Center,J,Other,6,12,No,Congressional District 4,Legislative District 8,Benton,46.224647,-119.196145,46.224588,-119.196207
-13169083.0857517,5790257.2963045,119,2074,Berney Elementary School,"1718 Pleasant St, Walla Walla, WA 99362-3742",11801,Educational Service District 123,36140,Walla Walla Public Schools,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 5,Legislative District 16,Walla Walla,46.061704,-118.299866,46.0618,-118.2999
-13057641.1069942,6163102.83225638,120,2770,Bess Herian Elementary School,"305 Monumental Way, Cusick, WA 99119-9761",32801,Educational Service District 101,26059,Cusick School District,"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 5,Legislative District 7,Pend Oreille,48.336906,-117.298733,48.337,-117.2988
-13623066.1318766,5950973.4888373,121,2807,Bethel High School,"22215 38th Ave E, Spanaway, WA 98387-6828",17801,Puget Sound Educational Service District 121,27403,Bethel School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 8,Legislative District 2,Pierce,47.054411,-122.378249,47.0545,-122.3781
-13629503.8470005,5959274.17089154,122,5665,Bethel Hope Early Learning Center,"214 167th St S, Spanaway, WA 98387-8610",17801,Puget Sound Educational Service District 121,27403,Bethel School District,"Public School,Preschool",P,Elementary School,PK,K,No,Congressional District 10,Legislative District 29,Pierce,47.10524,-122.436026,47.105278,-122.435931
-13623121.7915656,5951578.06080913,123,3250,Bethel Middle School,"22201 38th Ave E, Spanaway, WA 98387",17801,Puget Sound Educational Service District 121,27403,Bethel School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 2,Pierce,47.055049,-122.379289,47.0582,-122.3786
-13617663.129606,5953389.73950611,124,5633,Bethel Virtual Academy,"7319 Eustis Hunt Rd E, Spanaway, WA 98387-5366",17801,Puget Sound Educational Service District 121,27403,Bethel School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 8,Legislative District 2,Pierce,47.069238,-122.329367,47.069286,-122.329564
-13088676.9972722,6023329.66079845,125,2954,Betz Elementary School,"317 N 7th St, Cheney, WA 99004-2244",32801,Educational Service District 101,32360,Cheney School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 5,Legislative District 9,Spokane,47.495637,-117.57752,47.4955,-117.5776
-13614928.657504,6081520.7288254,126,3302,Beverly Elementary School,"5221 168th St SW, Lynnwood, WA 98037-3017",29801,Northwest Educational Service District 189,31015,Edmonds School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 2,Legislative District 32,Snohomish,47.847161,-122.305017,47.8475,-122.305
-13616320.1599381,6025620.20547739,127,2765,Beverly Park Elementary School (Glendale),"1201 S 104th St, Seattle, WA 98168-1549",17801,Puget Sound Educational Service District 121,17401,Highline School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 7,Legislative District 34,King,47.509438,-122.317432,47.5094,-122.3175
-13390875.222826,5780214.97282557,128,3392,Bickleton Elementary & High School,"3626 Bickleton Hwy, Bickleton, WA 99322-9501",39801,Educational Service District 105,20203,Bickleton School District,"Public School,Regular School",P,K-12,K,12,No,Congressional District 4,Legislative District 14,Klickitat,45.998405,-120.29275,45.999168,-120.292293
-13607837.5917819,6173978.07753002,129,2521,Big Lake Elementary School,"16802 Lake View Blvd, Mount Vernon, WA 98274-8180",29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,"Public School,Regular School",P,Elementary School,K,6,Yes,Congressional District 2,Legislative District 39,Skagit,48.402194,-122.242588,48.4019,-122.2413
-13617500.2596265,6013696.67503369,130,5028,Big Picture School,"440 S 186th St, Burien, WA 98148-1934",17801,Puget Sound Educational Service District 121,17401,Highline School District,"Public School,Alternative School",A,Other,6,12,No,Congressional District 7,Legislative District 33,King,47.436934,-122.327571,47.437,-122.328101
