inCredenti,inStatus,inFirstDat,inEffectiv,inExpirati,inFacility,inAddress1,inCity,inState,inCounty,inZip,inPlus4,Source,acAddress1,acAddress2,acCity,acState,acZip,acPlus4,acCounty,acCountyFi,acNumber,acPreDir,acStreetNa,acStreetTy,acPostDir,acUnitNum,acUnitType,acAddressT,acRBDI,acGarbage,acFound,acStatusCo,acErrorCod,acChangeCo,acResultCo,Accuracy,Av_score,Av_date,Certainty,Geolevel,Quality,X_coord,Y_coord,X_coords,Y_coords,Review,longitude,latitude
"HPAC.CF.00001986.003","APPROVED","12/15/2016","06/01/2017","05/31/2021","Burn and Plastic Surgery Clinic","325 9th Ave","SEATTLE","WA","King","98104","2420","TIGER10 Streets","325 9TH AVE"," ","SEATTLE","WA","98104","2420","King","53033","325"," ","9th","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32346,47.60404,"-122.32346","47.60404",0,47.604039999998655,-122.32346000025721
"HPAC.CF.00001059.034","APPROVED","11/09/2017","11/09/2017","05/31/2020","Cardiology and Gastrointestinal Clinic","4011 Talbot Rd S Ste 500","RENTON","WA","King","98055","5782","TIGER10 Streets","4011 TALBOT RD S STE 500"," ","RENTON","WA","98055","5782","King","53033","4011"," ","Talbot","Rd","S","Ste 500","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.21195,47.44307,"-122.21195","47.44307",0,47.443069999939304,-122.2119500004221
"HPAC.CF.00004961.001","APPROVED","12/27/2016","06/01/2017","05/31/2020","Center for Pain Relif / Headache Clinic","4225 Roosevelt Way NE Ste 401","SEATTLE","WA","King","98105","6099","TIGER10 Streets","4225 ROOSEVELT WAY NE STE 401"," ","SEATTLE","WA","98105","6099","King","53033","4225"," ","Roosevelt","Way","NE","Ste 401","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.31785,47.65847,"-122.31785","47.65847",0,47.658470000054834,-122.31784999974833
"HPAC.CF.00001586.001","APPROVED","04/19/2017","04/19/2017","05/31/2020","Central Washington Health Infusion Services - Moses Lake","840 E Hill Ave","MOSES LAKE","WA","Grant","98837","2238","TIGER10 Streets","840 E HILL AVE"," ","MOSES LAKE","WA","98837","2238","Grant","53025","840","E","Hill","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.26566,47.12138,"-119.26566","47.12138",0,47.12138000025715,-119.26565999978713
"HPAC.CF.00001586.002","APPROVED","04/19/2017","04/19/2017","05/31/2020","Central Washington Health Infusion Services - Omak","916 Koala Ave","OMAK","WA","Okanogan","98841","9759","TIGER10 Streets","916 KOALA DR"," ","OMAK","WA","98841","9759","Okanogan","53047","916"," ","Koala","Dr"," "," "," ","Street"," "," ","Yes","9"," ","Address Matched to USPS Database","AC11,AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.50322,48.42296,"-119.50322","48.42296",0,48.42295999986751,-119.50322000039034
"HPAC.CF.00000975.001","APPROVED","04/20/2017","04/20/2017","05/31/2020","Columbia County Public Hospital Distict","1012 S 3rd St","DAYTON","WA","Columbia","99328","1606","TIGER10 Streets","1012 S 3RD ST"," ","DAYTON","WA","99328","1606","Columbia","53013","1012","S","3rd","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.96932,46.31292,"-117.96932","46.31292",0,46.31292000027217,-117.96931999974178
"HPAC.CF.00001073.001","APPROVED","07/07/2017","07/07/2017","05/31/2020","Cottage in the Meadow","1208 S 48th Ave","YAKIMA","WA","Yakima","98908","8954","TIGER10 Streets","1208 S 48TH AVE"," ","YAKIMA","WA","98908","8954","Yakima","53077","1208","S","48th","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.5724,46.58213,"-120.57240","46.58213",0,46.58213000017316,-120.57239999979431
"HPAC.CF.00001463.001","APPROVED","02/28/2017","02/28/2017","05/31/2020","Coulee Family Medicine Clinic","411 Fortuyn Rd","GRAND COULEE","WA","Grant","99133","8718","TIGER10 Streets","411 FORTUYN RD"," ","GRAND COULEE","WA","99133","8718","Grant","53025","411"," ","Fortuyn","Rd"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.00564,47.94231,"-119.00564","47.94231",0,47.942309999981724,-119.0056399997518
"HPAC.CF.00001059.042","APPROVED","11/09/2017","11/09/2017","05/31/2020","Covington Clinic North Specialty Care Clinics","16850 SE 272nd St","COVINGTON","WA","King","98042","4931","TIGER10 Streets","16850 SE 272ND ST"," ","COVINGTON","WA","98042","4931","King","53033","16850","SE","272nd","St"," "," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match","AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.11637,47.35821,"-122.11637","47.35821",0,47.35820999995461,-122.11636999979348
"HPAC.CF.00004961.002","APPROVED","12/27/2016","06/01/2017","05/31/2020","Dermatologic Surgery Center","4225 Roosevelt Way NE Ste 400","SEATTLE","WA","King","98105","6099","TIGER10 Streets","4225 ROOSEVELT WAY NE STE 400"," ","SEATTLE","WA","98105","6099","King","53033","4225"," ","Roosevelt","Way","NE","Ste 400","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.31785,47.65847,"-122.31785","47.65847",0,47.658470000054834,-122.31784999974833
"HPAC.CF.00004961.003","APPROVED","12/27/2016","06/01/2017","05/31/2020","Dermatology Clinic","4225 Roosevelt Way NE Ste 400","SEATTLE","WA","King","98105","6099","TIGER10 Streets","4225 ROOSEVELT WAY NE STE 400"," ","SEATTLE","WA","98105","6099","King","53033","4225"," ","Roosevelt","Way","NE","Ste 400","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.31785,47.65847,"-122.31785","47.65847",0,47.658470000054834,-122.31784999974833
"HPAC.CF.60021639.006","APPROVED","07/03/2017","07/03/2017","05/31/2021","Diabetes Education and Endoronolgy","1124 Columbia St Ste 400","SEATTLE","WA","King","98104","2053","TIGER10 Streets","1124 COLUMBIA ST STE 400"," ","SEATTLE","WA","98104","2053","King","53033","1124"," ","Columbia","St"," ","Ste 400","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32358,47.60807,"-122.32358","47.60807",0,47.608070000028974,-122.32357999990779
"HPAC.CF.60326575.002","APPROVED","12/19/2016","06/01/2017","05/31/2018","Elma Family Medicaine","575 Main St BLDG 2","ELMA","WA","Grays Harbor","98541"," ","TIGER10 Streets","575 MAIN ST BLDG 2"," ","ELMA","WA","98541"," ","Grays Harbor","53027","575"," ","Main","St"," "," ","Bldg"," "," "," ","No","X","M"," ","AE05","Close",91,"09/01/2020 12:31","1","CENSUS TRACT","03",-123.39698,47.00485,"-123.39698","47.00485",0,47.00484999994867,-123.3969799997506
"HPAC.CF.60021639.007","APPROVED","07/03/2017","07/03/2017","05/31/2021","Employee Health First Hill","515 Minor Ave Ste 100","SEATTLE","WA","King","98104","2145","TIGER10 Streets","515 MINOR AVE STE 100"," ","SEATTLE","WA","98104","2145","King","53033","515"," ","Minor","Ave"," ","Ste 100","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32146,47.60689,"-122.32146","47.60689",0,47.6068899997198,-122.3214600000918
"HPAC.CF.00004961.005","APPROVED","12/27/2016","06/01/2017","05/31/2020","Endocrine and Diabetes Care Center","4245 Roosevelt Way NE Rm 358","SEATTLE","WA","King","98105","6008","TIGER10 Streets","4245 ROOSEVELT WAY NE RM 358"," ","SEATTLE","WA","98105","6008","King","53033","4245"," ","Roosevelt","Way","NE","Rm 358","Rm","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.31785,47.65873,"-122.31785","47.65873",0,47.65872999985735,-122.31784999974833
"HPAC.CF.00001349.004","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Cardiology Care","12040 NE 128th St Ste Tan 340","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE TAN"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Tan","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.005","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Colon and Rectal Care","12040 NE 128th St Ste Coral 530","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE CORAL"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Coral","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.006","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Diabetes and Endocrinology","12040 NE 128th St Ste Coral 250","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE CORAL"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Coral","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.042","APPROVED","05/30/2017","05/30/2017","05/31/2020","Evergreen Health Emerald Heights","10901 176th Cir NE","REDMOND","WA","King","98052","7218","TIGER10 Streets","10901 176TH CIR NE"," ","REDMOND","WA","98052","7218","King","53033","10901"," ","176th","Cir","NE"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.10519,47.69648,"-122.10519","47.69648",0,47.69647999972959,-122.10518999985698
"HPAC.CF.00001349.046","APPROVED","03/22/2019","03/22/2019","05/31/2019","Evergreen Health Employee Health Clinic","12040 NE 128th St","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.007","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Geriatric Care","11521 NE 128th St Ste 100","KIRKLAND","WA","King","98034","4317","TIGER10 Streets","11521 NE 128TH ST STE 100"," ","KIRKLAND","WA","98034","4317","King","53033","11521","NE","128th","St"," ","Ste 100","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.18852,47.71476,"-122.18852","47.71476",0,47.7147600002351,-122.18852000014621
"HPAC.CF.00001349.008","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Infectious Disease and Wound Care","12040 NE 128th St Ste Coral 120","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE CORAL"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Coral","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.025","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Internal Medicine and Primary Care","12040 NE 128th St Ste 310","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE 310"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste 310","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.010","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Kidney Care","11521 NE 128th St Ste 100","KIRKLAND","WA","King","98034","4317","TIGER10 Streets","11521 NE 128TH ST STE 100"," ","KIRKLAND","WA","98034","4317","King","53033","11521","NE","128th","St"," ","Ste 100","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.18852,47.71476,"-122.18852","47.71476",0,47.7147600002351,-122.18852000014621
"HPAC.CF.00001349.011","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Maternal Fetal Medicine","12040 NE 128th St Ste Tan 240","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE TAN"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Tan","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.012","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Midwifery","12040 NE 128th St Ste Coral 225","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE CORAL"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Coral","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001033.002","APPROVED","05/24/2019","05/24/2019","05/31/2019","Evergreen Health Monroe Cancer Care","14701 179th Ave SE MS 3","MONROE","WA","Snohomish","98272","1108","TIGER10 Streets","14701 179TH AVE SE MS 3"," ","MONROE","WA","98272","1108","Snohomish","53061","14701"," ","179th","Ave","SE","MS 3","Ms","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-121.9906,47.86378,"-121.99060","47.86378",0,47.86377999999686,-121.99060000030615
"HPAC.CF.00001033.001","APPROVED","05/24/2019","05/24/2019","05/31/2019","Evergreen Health Monroe Hospital Ambulatory Care Unit","14701 179th Ave SE MS 23","MONROE","WA","Snohomish","98272","1108","TIGER10 Streets","14701 179TH AVE SE MS 23"," ","MONROE","WA","98272","1108","Snohomish","53061","14701"," ","179th","Ave","SE","MS 23","Ms","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-121.9906,47.86378,"-121.99060","47.86378",0,47.86377999999686,-121.99060000030615
"HPAC.CF.00001033.003","APPROVED","05/29/2019","05/29/2019","05/31/2019","Evergreen Health Monroe Wound Center","14701 179th Ave SE MS 26","MONROE","WA","Snohomish","98272","1108","TIGER10 Streets","14701 179TH AVE SE MS 26"," ","MONROE","WA","98272","1108","Snohomish","53061","14701"," ","179th","Ave","SE","MS 26","Ms","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-121.9906,47.86378,"-121.99060","47.86378",0,47.86377999999686,-121.99060000030615
"HPAC.CF.00001349.002","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Neuroscience Institute","12039 NE 128th St","KIRKLAND","WA","King","98034","3030","TIGER10 Streets","12039 NE 128TH ST"," ","KIRKLAND","WA","98034","3029","King","53033","12039","NE","128th","St"," "," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match, Missing Suite","AC08,AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.18027,47.71483,"-122.18027","47.71483",0,47.71483000010179,-122.18027000013761
"HPAC.CF.00001349.045","APPROVED","05/30/2017","05/30/2017","05/31/2020","EverGreen Health Neuroscience, Spine and orthopedic Institute","12039 NE 128th St","KIRKLAND","WA","King","98034","3030","TIGER10 Streets","12039 NE 128TH ST"," ","KIRKLAND","WA","98034","3029","King","53033","12039","NE","128th","St"," "," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match, Missing Suite","AC08,AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.18027,47.71483,"-122.18027","47.71483",0,47.71483000010179,-122.18027000013761
"HPAC.CF.00001349.009","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Orthopedic and Spine Care","12040 NE 128th St Ste Tan 400","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE TAN"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Tan","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.041","APPROVED","05/30/2017","05/30/2017","05/31/2020","EverGreen Health Orthopedics and Sports care","12040 NE 128th St Ste Coral 220","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE CORAL"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Coral","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.014","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Orthopedics and Sports Care -  Monroe","14841 179th Ave SE Ste 330","MONROE","WA","Snohomish","98272","1127","TIGER10 Streets","14841 179TH AVE SE STE 330"," ","MONROE","WA","98272","1127","Snohomish","53061","14841"," ","179th","Ave","SE","Ste 330","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-121.9906,47.86316,"-121.99060","47.86316",0,47.8631600002822,-121.99060000030615
"HPAC.CF.00001349.015","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Pain Care","12040 NE 128th St Ste Green 4-238","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE GREEN"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Green","Ste","Street"," ","4-238","Yes","9"," ","Extra Info found","AS01,AS23","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.001","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Pharmacist Provider Services","12040 NE 128th St Ste Tan 415","KIRKLAND","WA","King","98034","3013","TIGER10 Streets","12040 NE 128TH ST STE TAN"," ","KIRKLAND","WA","98034","3013","King","53033","12040","NE","128th","St"," ","Ste Tan","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.17888,47.71496,"-122.17888","47.71496",0,47.714960000295434,-122.1788800000676
"HPAC.CF.00001349.028","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Primary Care  - Redmond","8980 161st Ave NE Ste 400","REDMOND","WA","King","98052","7554","TIGER10 Streets","8980 161ST AVE NE STE 400"," ","REDMOND","WA","98052","7554","King","53033","8980"," ","161st","Ave","NE","Ste 400","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.1255,47.68199,"-122.12550","47.68199",0,47.68198999994645,-122.12550000023417
"HPAC.CF.00001349.026","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Primary Care -  Kenmore","18208 66th Ave NE","KENMORE","WA","King","98028","7949","TIGER10 Streets","18208 66TH AVE NE"," ","KENMORE","WA","98028","7949","King","53033","18208"," ","66th","Ave","NE"," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match","AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.25403,47.76058,"-122.25403","47.76058",0,47.760579999953066,-122.2540299997701
"HPAC.CF.00001349.024","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Primary Care - Duvall","14720 Main St NE Ste 109","DUVALL","WA","King","98019","8460","TIGER10 Streets","14720 MAIN ST NE STE 109"," ","DUVALL","WA","98019","8460","King","53033","14720"," ","Main","St","NE","Ste 109","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-121.98722,47.73377,"-121.98722","47.73377",0,47.733769999920135,-121.98722000011642
"HPAC.CF.00001349.027","APPROVED","11/03/2016","11/03/2016","05/31/2020","Evergreen Health Primary Care - Monroe","14841 179th Ave SE Ste 210","MONROE","WA","Snohomish","98272","1127","TIGER10 Streets","14841 179TH AVE SE STE 210"," ","MONROE","WA","98272","1127","Snohomish","53061","14841"," ","179th","Ave","SE","Ste 210","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-121.9906,47.86316,"-121.99060","47.86316",0,47.8631600002822,-121.99060000030615
